year,round,circuitId,date,rainy,Turns,Length,driverId,constructorId,grid,Driver Top 3 Finish Percentage (Last Year),Constructor Top 3 Finish Percentage (Last Year),Driver Top 3 Finish Percentage (This Year till last race),Constructor Top 3 Finish Percentage (This Year till last race),Driver Avg position (Last Year),Constructor Avg position (Last Year),Driver Average Position (This Year till last race),Constructor Average Position (This Year till last race),driver_age,nationality_encoded,wins_cons,points_cons_champ,wins,points_driver_champ,laps,statusId,Weighted_Top_3_Probability,Weighted_Top_3_Prob_Length,position_previous_race,nro_cond_escuderia,raceId,points,prom_points_10,Top 3 Finish
2000,1,1,2000-03-12,0,14,5.278,2,20,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,15,0.0,0.0,0.0,0.0,56,12,0.087719298245614,0.0909090909090909,8.0,2,158,0.0,9.4,0
2000,1,1,2000-03-12,0,14,5.278,14,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,6,0.0,0.0,0.0,0.0,11,5,0.2083333333333333,0.2222222222222222,20.0,2,158,0.0,47.6,0
2000,1,1,2000-03-12,0,14,5.278,15,17,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,20,0.0,0.0,0.0,0.0,35,5,0.0483870967741935,0.0833333333333333,20.0,2,158,0.0,8.5,0
2000,1,1,2000-03-12,0,14,5.278,18,3,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,6,0.0,4.0,0.0,0.0,46,5,0.1604938271604938,0.2352941176470588,20.0,2,158,0.0,1.2,0
2000,1,1,2000-03-12,0,14,5.278,21,22,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,20,0.0,2.0,0.0,2.0,58,1,0.0769230769230769,0.1,11.0,1,158,2.0,4.5,0
2000,1,1,2000-03-12,0,14,5.278,22,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,5,1.0,16.0,0.0,6.0,58,1,0.3225806451612903,0.4166666666666667,3.0,2,158,6.0,39.4,1
2000,1,1,2000-03-12,0,14,5.278,23,3,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,15,0.0,4.0,0.0,4.0,58,1,0.1463414634146341,0.25,4.0,1,158,4.0,36.5,1
2000,1,1,2000-03-12,0,14,5.278,25,22,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,3,0.0,2.0,0.0,0.0,58,1,0.0909090909090909,0.0,17.0,2,158,0.0,10.5,0
2000,1,1,2000-03-12,0,14,5.278,30,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,15,1.0,16.0,1.0,10.0,58,1,0.5686274509803921,0.4,1.0,1,158,10.0,86.5,1
2000,1,1,2000-03-12,0,14,5.278,35,16,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,7,0.0,4.0,0.0,3.0,58,1,0.0333333333333333,0.0,7.0,1,158,3.0,9.3,0
2000,1,1,2000-03-12,0,14,5.278,37,21,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,29,0.0,0.0,0.0,0.0,6,22,0.0384615384615384,0.0,20.0,1,158,0.0,1.5,0
2000,1,1,2000-03-12,0,14,5.278,41,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,5,0.0,4.0,0.0,1.0,58,1,0.0,0.0,19.0,2,158,1.0,0.1111111111111111,0
2000,1,1,2000-03-12,0,14,5.278,48,18,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,29,0.0,0.0,0.0,0.0,57,11,0.0,0.0,17.0,1,158,0.0,1.0,0
2000,1,1,2000-03-12,0,14,5.278,49,17,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,15,0.0,0.0,0.0,0.0,39,9,0.1111111111111111,0.0,20.0,1,158,0.0,5.4,0
2000,1,1,2000-03-12,0,14,5.278,50,21,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,12,0.0,0.0,0.0,0.0,16,22,0.0,0.0,20.0,2,158,0.0,0.9,0
2000,1,1,2000-03-12,0,14,5.278,55,20,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,14,0.0,0.0,0.0,0.0,27,9,0.0,0.0,20.0,1,158,0.0,3.7,0
2000,1,1,2000-03-12,0,14,5.278,56,19,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,6,0.0,0.0,0.0,0.0,6,20,0.0,0.0,20.0,2,158,0.0,4.0,0
2000,1,1,2000-03-12,0,14,5.278,57,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,13,0.0,0.0,0.0,0.0,18,5,0.4,0.0,20.0,1,158,0.0,19.6,0
2000,1,1,2000-03-12,0,14,5.278,60,18,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,1,0.0,0.0,0.0,0.0,40,6,0.0,0.0,20.0,2,158,0.0,0.0,0
2000,1,1,2000-03-12,0,14,5.278,63,15,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,13,0.0,0.0,0.0,0.0,58,2,0.0,0.0,20.0,1,158,0.0,1.8,0
2000,1,1,2000-03-12,0,14,5.278,64,15,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,5,0.0,0.0,0.0,0.0,41,7,0.0,0.0,20.0,2,158,0.0,0.0,0
2000,1,1,2000-03-12,0,14,5.278,65,19,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,6,0.0,0.0,0.0,0.0,1,8,0.0,0.0,20.0,1,158,0.0,0.0,0
2000,2,18,2000-03-26,0,15,4.309,2,20,19,0.0,0.0,0.0,0.0,0.0,0.0,9.0,12.5,23,15,0.0,0.0,0.0,0.0,9,5,0.1388888888888889,0.1,9.0,2,159,0.0,8.6,0
2000,2,18,2000-03-26,0,15,4.309,14,1,2,0.0,0.0,0.0,0.0,0.0,0.0,19.0,18.0,29,6,0.0,0.0,0.0,0.0,71,2,0.1935483870967742,0.2222222222222222,20.0,2,159,0.0,43.2,0
2000,2,18,2000-03-26,0,15,4.309,15,17,12,0.0,0.0,0.0,0.0,0.0,0.0,15.0,14.5,26,20,0.0,7.0,0.0,3.0,71,1,0.075,0.0,9.0,2,159,3.0,8.1,0
2000,2,18,2000-03-26,0,15,4.309,18,3,9,0.0,0.0,0.0,50.0,0.0,0.0,11.0,7.0,20,6,0.0,7.0,0.0,1.0,70,11,0.175438596491228,0.1764705882352941,17.0,2,159,1.0,1.3,0
2000,2,18,2000-03-26,0,15,4.309,21,22,5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,27,20,0.0,8.0,0.0,8.0,71,1,0.0857142857142857,0.2,5.0,1,159,8.0,5.2,1
2000,2,18,2000-03-26,0,15,4.309,22,6,4,0.0,0.0,100.0,100.0,0.0,0.0,2.0,1.5,28,5,2.0,26.0,0.0,6.0,27,9,0.2195121951219512,0.0833333333333333,2.0,2,159,6.0,37.4,0
2000,2,18,2000-03-26,0,15,4.309,23,3,11,0.0,0.0,100.0,50.0,0.0,0.0,3.0,7.0,25,15,0.0,7.0,0.0,6.0,70,11,0.1071428571428571,0.125,3.0,1,159,6.0,34.6,0
2000,2,18,2000-03-26,0,15,4.309,25,22,13,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,26,3,0.0,8.0,0.0,0.0,6,5,0.0,0.0,7.0,2,159,0.0,9.7,0
2000,2,18,2000-03-26,0,15,4.309,30,6,3,0.0,0.0,100.0,100.0,0.0,0.0,1.0,1.5,31,15,2.0,26.0,2.0,20.0,71,1,0.4242424242424242,0.3,1.0,1,159,20.0,81.7,1
2000,2,18,2000-03-26,0,15,4.309,35,16,10,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,29,7,0.0,4.0,0.0,3.0,16,6,0.0,0.0,4.0,1,159,3.0,8.9,0
2000,2,18,2000-03-26,0,15,4.309,37,21,16,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,29,29,0.0,0.0,0.0,0.0,70,11,0.0,0.0,16.0,1,159,0.0,1.4,0
2000,2,18,2000-03-26,0,15,4.309,41,16,8,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,24,5,0.0,4.0,0.0,1.0,69,12,0.0,0.0,6.0,2,159,1.0,0.2,0
2000,2,18,2000-03-26,0,15,4.309,48,18,18,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.5,26,29,0.0,0.0,0.0,0.0,31,5,0.0,0.0,8.0,1,159,0.0,0.8,0
2000,2,18,2000-03-26,0,15,4.309,49,17,7,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.5,33,15,0.0,7.0,0.0,4.0,71,1,0.0833333333333333,0.25,13.0,1,159,4.0,5.2,1
2000,2,18,2000-03-26,0,15,4.309,50,21,14,0.0,0.0,0.0,0.0,0.0,0.0,18.0,19.0,28,12,0.0,0.0,0.0,0.0,70,11,0.0,0.0,18.0,2,159,0.0,0.8,0
2000,2,18,2000-03-26,0,15,4.309,55,20,15,0.0,0.0,0.0,0.0,0.0,0.0,16.0,12.5,36,14,0.0,0.0,0.0,0.0,11,10,0.0,0.0,20.0,1,159,0.0,3.4,0
2000,2,18,2000-03-26,0,15,4.309,56,19,6,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.5,35,6,0.0,0.0,0.0,0.0,20,20,0.0,0.0,20.0,2,159,0.0,3.6,0
2000,2,18,2000-03-26,0,15,4.309,57,1,1,0.0,0.0,0.0,0.0,0.0,0.0,17.0,18.0,32,13,0.0,0.0,0.0,0.0,30,51,0.1666666666666666,0.0,20.0,1,159,0.0,18.7,0
2000,2,18,2000-03-26,0,15,4.309,60,18,20,0.0,0.0,0.0,0.0,0.0,0.0,13.0,10.5,25,1,0.0,0.0,0.0,0.0,69,12,0.0,0.0,25.0,2,159,0.0,0.0,0
2000,2,18,2000-03-26,0,15,4.309,63,15,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,34,13,0.0,0.0,0.0,0.0,0,89,0.0,0.0,20.0,1,159,0.0,1.6,0
2000,2,18,2000-03-26,0,15,4.309,64,15,0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,30,5,0.0,0.0,0.0,0.0,0,89,0.0,0.0,20.0,2,159,0.0,0.0,0
2000,2,18,2000-03-26,0,15,4.309,65,19,17,0.0,0.0,0.0,0.0,0.0,0.0,22.0,21.5,36,6,0.0,0.0,0.0,0.0,51,6,0.0,0.0,20.0,1,159,0.0,0.0,0
2000,3,21,2000-04-09,0,19,4.909,2,20,22,0.0,0.0,0.0,0.0,0.0,0.0,14.0,15.5,23,15,0.0,0.0,0.0,0.0,22,9,0.0714285714285714,0.0,14.0,2,160,0.0,7.7,0
2000,3,21,2000-04-09,0,19,4.909,14,1,3,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.25,29,6,0.0,10.0,0.0,4.0,62,1,0.25,0.2857142857142857,2.0,2,160,4.0,38.9,1
2000,3,21,2000-04-09,0,19,4.909,15,17,8,0.0,0.0,0.0,25.0,0.0,0.0,9.5,9.0,26,20,0.0,7.0,0.0,3.0,58,6,0.0303030303030303,0.0,6.0,2,160,3.0,7.5,0
2000,3,21,2000-04-09,0,19,4.909,18,3,18,0.0,0.0,0.0,25.0,0.0,0.0,8.5,6.25,20,6,0.0,7.0,0.0,1.0,5,5,0.1875,0.1428571428571428,9.0,2,160,1.0,1.4,0
2000,3,21,2000-04-09,0,19,4.909,21,22,19,0.0,0.0,50.0,25.0,0.0,0.0,3.5,8.5,27,20,0.0,8.0,0.0,8.0,61,11,0.1111111111111111,0.0,2.0,1,160,8.0,5.9,0
2000,3,21,2000-04-09,0,19,4.909,22,6,4,0.0,0.0,50.0,75.0,0.0,0.0,8.5,4.75,28,5,3.0,39.0,0.0,9.0,62,1,0.2727272727272727,0.4285714285714286,3.0,2,160,9.0,35.3,0
2000,3,21,2000-04-09,0,19,4.909,23,3,5,0.0,0.0,50.0,25.0,0.0,0.0,4.0,6.25,25,15,0.0,7.0,0.0,6.0,45,69,0.2,0.2857142857142857,4.0,1,160,6.0,32.1,0
2000,3,21,2000-04-09,0,19,4.909,25,22,11,0.0,0.0,0.0,25.0,0.0,0.0,13.5,8.5,26,3,0.0,8.0,0.0,0.0,61,11,0.1666666666666666,0.5,11.0,2,160,0.0,8.4,0
2000,3,21,2000-04-09,0,19,4.909,30,6,2,0.0,0.0,100.0,75.0,0.0,0.0,1.0,4.75,31,15,3.0,39.0,3.0,30.0,62,1,0.4642857142857143,0.8571428571428571,1.0,1,160,30.0,76.9,1
2000,3,21,2000-04-09,0,19,4.909,35,16,9,0.0,0.0,0.0,0.0,0.0,0.0,10.5,9.0,29,7,0.0,6.0,0.0,5.0,61,11,0.0,0.0,7.0,1,160,5.0,8.7,0
2000,3,21,2000-04-09,0,19,4.909,37,21,13,0.0,0.0,0.0,0.0,0.0,0.0,14.0,13.25,29,29,0.0,0.0,0.0,0.0,49,20,0.0,0.0,12.0,1,160,0.0,1.3,0
2000,3,21,2000-04-09,0,19,4.909,41,16,14,0.0,0.0,0.0,0.0,0.0,0.0,7.5,9.0,24,5,0.0,6.0,0.0,1.0,61,11,0.0,0.0,8.0,2,160,1.0,0.3,0
2000,3,21,2000-04-09,0,19,4.909,48,18,21,0.0,0.0,0.0,0.0,0.0,0.0,10.5,11.0,26,29,0.0,0.0,0.0,0.0,5,20,0.0,0.0,13.0,1,160,0.0,0.6666666666666666,0
2000,3,21,2000-04-09,0,19,4.909,49,17,6,0.0,0.0,50.0,25.0,0.0,0.0,8.5,9.0,33,15,0.0,7.0,0.0,4.0,4,6,0.0,0.0,5.0,1,160,4.0,5.0,0
2000,3,21,2000-04-09,0,19,4.909,50,21,16,0.0,0.0,0.0,0.0,0.0,0.0,12.5,13.25,28,12,0.0,0.0,0.0,0.0,59,13,0.0,0.0,10.0,2,160,0.0,0.7,0
2000,3,21,2000-04-09,0,19,4.909,55,20,15,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.5,36,14,0.0,0.0,0.0,0.0,25,9,0.0,0.0,20.0,1,160,0.0,3.1,0
2000,3,21,2000-04-09,0,19,4.909,56,19,7,0.0,0.0,0.0,0.0,0.0,0.0,18.5,17.75,35,6,0.0,0.0,0.0,0.0,61,11,0.1111111111111111,0.0,12.0,2,160,0.0,3.2,0
2000,3,21,2000-04-09,0,19,4.909,57,1,1,0.0,0.0,0.0,0.0,0.0,0.0,15.5,15.25,32,13,0.0,10.0,0.0,6.0,62,1,0.3333333333333333,0.5,5.0,1,160,6.0,18.4,1
2000,3,21,2000-04-09,0,19,4.909,60,18,20,0.0,0.0,0.0,0.0,0.0,0.0,11.5,11.0,25,1,0.0,0.0,0.0,0.0,60,12,0.0,0.0,15.0,2,160,0.0,0.0,0
2000,3,21,2000-04-09,0,19,4.909,63,15,12,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.25,34,13,0.0,1.0,0.0,1.0,61,11,0.0,0.0,17.0,1,160,1.0,1.5,0
2000,3,21,2000-04-09,0,19,4.909,64,15,10,0.0,0.0,0.0,0.0,0.0,0.0,16.5,16.25,30,5,0.0,1.0,0.0,0.0,61,11,0.0,0.0,20.0,2,160,0.0,0.0,0
2000,3,21,2000-04-09,0,19,4.909,65,19,17,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.75,36,6,0.0,0.0,0.0,0.0,61,11,0.0,0.0,20.0,1,160,0.0,0.0,0
2000,4,9,2000-04-23,1,18,5.891,2,20,17,0.0,0.0,0.0,0.0,0.0,0.0,15.666666666666666,16.5,23,15,0.0,0.0,0.0,0.0,51,5,0.05,0.0909090909090909,19.0,2,161,0.0,6.7,0
2000,4,9,2000-04-23,1,18,5.891,14,1,4,0.0,0.0,33.33333333333333,33.33333333333333,0.0,0.0,11.0,11.0,29,6,1.0,26.0,1.0,14.0,60,1,0.25,0.1111111111111111,7.0,2,161,14.0,35.6,1
2000,4,9,2000-04-23,1,18,5.891,15,17,11,0.0,0.0,0.0,16.666666666666664,0.0,0.0,11.333333333333334,12.166666666666668,26,20,0.0,8.0,0.0,4.0,60,1,0.0416666666666666,0.0,9.0,2,161,4.0,7.0,0
2000,4,9,2000-04-23,1,18,5.891,18,3,6,0.0,0.0,0.0,16.666666666666664,0.0,0.0,12.333333333333334,10.333333333333334,20,6,0.0,12.0,0.0,3.0,60,1,0.0555555555555555,0.0,11.0,2,161,3.0,1.7,0
2000,4,9,2000-04-23,1,18,5.891,21,22,12,0.0,0.0,33.33333333333333,16.666666666666664,0.0,0.0,6.0,9.0,27,20,0.0,8.0,0.0,8.0,59,11,0.1111111111111111,0.0,3.0,1,161,8.0,6.6,0
2000,4,9,2000-04-23,1,18,5.891,22,6,1,0.0,0.0,33.33333333333333,66.66666666666666,0.0,0.0,7.0,4.0,28,5,3.0,43.0,0.0,9.0,35,9,0.3333333333333333,0.4999999999999999,2.0,2,161,9.0,32.8,0
2000,4,9,2000-04-23,1,18,5.891,23,3,7,0.0,0.0,33.33333333333333,16.666666666666664,0.0,0.0,8.333333333333334,10.333333333333334,25,15,0.0,12.0,0.0,9.0,60,1,0.0714285714285714,0.0,5.0,1,161,9.0,29.9,0
2000,4,9,2000-04-23,1,18,5.891,25,22,20,0.0,0.0,0.0,16.666666666666664,0.0,0.0,12.0,9.0,26,3,0.0,8.0,0.0,0.0,59,11,0.0,0.0,13.0,2,161,0.0,7.1,0
2000,4,9,2000-04-23,1,18,5.891,30,6,5,0.0,0.0,100.0,66.66666666666666,0.0,0.0,1.0,4.0,31,15,3.0,43.0,3.0,34.0,60,1,0.391304347826087,0.5000000000000001,1.0,1,161,34.0,71.9,1
2000,4,9,2000-04-23,1,18,5.891,35,16,10,0.0,0.0,0.0,0.0,0.0,0.0,8.666666666666666,8.833333333333332,29,7,0.0,6.0,0.0,5.0,56,14,0.0,0.0,6.0,1,161,5.0,8.5,0
2000,4,9,2000-04-23,1,18,5.891,37,21,19,0.0,0.0,0.0,0.0,0.0,0.0,14.666666666666666,13.833333333333332,29,29,0.0,0.0,0.0,0.0,26,10,0.0,0.0,16.0,1,161,0.0,1.2,0
2000,4,9,2000-04-23,1,18,5.891,41,16,16,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.833333333333332,24,5,0.0,6.0,0.0,1.0,36,20,0.0,0.0,10.0,2,161,1.0,0.4,0
2000,4,9,2000-04-23,1,18,5.891,48,18,21,0.0,0.0,0.0,0.0,0.0,0.0,14.0,13.0,26,29,0.0,0.0,0.0,0.0,59,11,0.0,0.0,18.0,1,161,0.0,0.5714285714285714,0
2000,4,9,2000-04-23,1,18,5.891,49,17,2,0.0,0.0,33.33333333333333,16.666666666666664,0.0,0.0,13.0,12.166666666666668,33,15,0.0,8.0,0.0,4.0,54,16,0.0,0.0,8.0,1,161,4.0,4.8,0
2000,4,9,2000-04-23,1,18,5.891,50,21,8,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.833333333333332,28,12,0.0,0.0,0.0,0.0,20,10,0.0,0.0,14.0,2,161,0.0,0.6,0
2000,4,9,2000-04-23,1,18,5.891,55,20,15,0.0,0.0,0.0,0.0,0.0,0.0,17.333333333333332,16.5,36,14,0.0,0.0,0.0,0.0,59,11,0.0,0.0,15.0,1,161,0.0,2.8,0
2000,4,9,2000-04-23,1,18,5.891,56,19,9,0.0,0.0,0.0,0.0,0.0,0.0,14.666666666666666,14.666666666666666,35,6,0.0,0.0,0.0,0.0,59,11,0.0,0.0,15.0,2,161,0.0,2.8,0
2000,4,9,2000-04-23,1,18,5.891,57,1,3,0.0,0.0,33.33333333333333,33.33333333333333,0.0,0.0,11.0,11.0,32,13,1.0,26.0,0.0,12.0,60,1,0.75,1.0,4.0,1,161,12.0,17.7,1
2000,4,9,2000-04-23,1,18,5.891,60,18,22,0.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,25,1,0.0,0.0,0.0,0.0,59,11,0.0,0.0,20.0,2,161,0.0,0.0,0
2000,4,9,2000-04-23,1,18,5.891,63,15,18,0.0,0.0,0.0,0.0,0.0,0.0,12.666666666666666,13.166666666666666,34,13,0.0,1.0,0.0,1.0,59,11,0.0,0.0,12.0,1,161,1.0,1.4,0
2000,4,9,2000-04-23,1,18,5.891,64,15,13,0.0,0.0,0.0,0.0,0.0,0.0,13.666666666666666,13.166666666666666,30,5,0.0,1.0,0.0,0.0,59,11,0.0,0.0,17.0,2,161,0.0,0.0,0
2000,4,9,2000-04-23,1,18,5.891,65,19,14,0.0,0.0,0.0,0.0,0.0,0.0,14.666666666666666,14.666666666666666,36,6,0.0,0.0,0.0,0.0,59,11,0.0,0.0,21.0,1,161,0.0,0.0,0
2000,5,4,2000-05-07,0,14,4.657,2,20,19,0.0,0.0,0.0,0.0,0.0,0.0,16.25,15.875,23,15,0.0,0.0,0.0,0.0,62,13,0.087719298245614,0.0,19.0,2,162,0.0,5.7,0
2000,5,4,2000-05-07,0,14,4.657,14,1,4,0.0,0.0,50.0,50.0,0.0,0.0,8.5,8.625,29,6,2.0,42.0,1.0,20.0,65,1,0.2083333333333333,0.2222222222222222,2.0,2,162,20.0,32.9,1
2000,5,4,2000-05-07,0,14,4.657,15,17,7,0.0,0.0,0.0,12.5,0.0,0.0,10.0,12.0,26,20,0.0,9.0,0.0,4.0,64,11,0.0483870967741935,0.1666666666666667,9.0,2,162,4.0,6.5,0
2000,5,4,2000-05-07,0,14,4.657,18,3,10,0.0,0.0,0.0,12.5,0.0,0.0,10.5,8.875,20,6,0.0,15.0,0.0,3.0,61,5,0.1604938271604938,0.125,10.0,2,162,3.0,1.8,0
2000,5,4,2000-05-07,0,14,4.657,21,22,13,0.0,0.0,25.0,12.5,0.0,0.0,6.25,8.75,27,20,0.0,8.0,0.0,8.0,64,11,0.0769230769230769,0.1,6.0,1,162,8.0,7.0,0
2000,5,4,2000-05-07,0,14,4.657,22,6,3,0.0,0.0,25.0,62.5,0.0,0.0,10.25,5.875,28,5,3.0,49.0,0.0,13.0,65,1,0.3225806451612903,0.3333333333333334,4.0,2,162,13.0,30.1,1
2000,5,4,2000-05-07,0,14,4.657,23,3,5,0.0,0.0,25.0,12.5,0.0,0.0,7.25,8.875,25,15,0.0,15.0,0.0,12.0,65,1,0.1463414634146341,0.0,5.0,1,162,12.0,27.0,0
2000,5,4,2000-05-07,0,14,4.657,25,22,18,0.0,0.0,0.0,12.5,0.0,0.0,11.25,8.75,26,3,0.0,8.0,0.0,0.0,64,11,0.0909090909090909,0.0,13.0,2,162,0.0,5.8,0
2000,5,4,2000-05-07,0,14,4.657,30,6,1,0.0,0.0,100.0,62.5,0.0,0.0,1.5,5.875,31,15,3.0,49.0,3.0,36.0,65,1,0.5686274509803921,0.5000000000000001,1.0,1,162,36.0,67.1,0
2000,5,4,2000-05-07,0,14,4.657,35,16,6,0.0,0.0,0.0,0.0,0.0,0.0,10.5,11.0,29,7,0.0,6.0,0.0,5.0,21,9,0.0333333333333333,0.1666666666666666,7.0,1,162,5.0,7.9,0
2000,5,4,2000-05-07,0,14,4.657,37,21,22,0.0,0.0,0.0,0.0,0.0,0.0,16.25,15.75,29,29,0.0,0.0,0.0,0.0,1,4,0.0384615384615384,0.0,18.0,1,162,0.0,1.1,0
2000,5,4,2000-05-07,0,14,4.657,41,16,16,0.0,0.0,0.0,0.0,0.0,0.0,11.5,11.0,24,5,0.0,6.0,0.0,1.0,64,11,0.0,0.0,12.0,2,162,1.0,0.5,0
2000,5,4,2000-05-07,0,14,4.657,48,18,20,0.0,0.0,0.0,0.0,0.0,0.0,14.0,13.375,26,29,0.0,0.0,0.0,0.0,63,12,0.0,0.0,17.0,1,162,0.0,0.5,0
2000,5,4,2000-05-07,0,14,4.657,49,17,8,0.0,0.0,25.0,12.5,0.0,0.0,14.0,12.0,33,15,0.0,9.0,0.0,5.0,65,1,0.1111111111111111,0.0,8.0,1,162,5.0,4.7,0
2000,5,4,2000-05-07,0,14,4.657,50,21,11,0.0,0.0,0.0,0.0,0.0,0.0,15.25,15.75,28,12,0.0,0.0,0.0,0.0,25,6,0.0,0.0,15.0,2,162,0.0,0.5,0
2000,5,4,2000-05-07,0,14,4.657,55,20,17,0.0,0.0,0.0,0.0,0.0,0.0,15.5,15.875,36,14,0.0,0.0,0.0,0.0,1,4,0.0,0.0,22.0,1,162,0.0,2.4,0
2000,5,4,2000-05-07,0,14,4.657,56,19,9,0.0,0.0,0.0,0.0,0.0,0.0,14.25,14.125,35,6,0.0,0.0,0.0,0.0,64,11,0.0,0.0,14.0,2,162,0.0,2.4,0
2000,5,4,2000-05-07,0,14,4.657,57,1,2,0.0,0.0,50.0,50.0,0.0,0.0,8.75,8.625,32,13,2.0,42.0,1.0,22.0,65,1,0.4,0.5,3.0,1,162,22.0,18.0,1
2000,5,4,2000-05-07,0,14,4.657,60,18,21,0.0,0.0,0.0,0.0,0.0,0.0,12.75,13.375,25,1,0.0,0.0,0.0,0.0,63,12,0.0,0.0,21.0,2,162,0.0,0.0,0
2000,5,4,2000-05-07,0,14,4.657,63,15,12,0.0,0.0,0.0,0.0,0.0,0.0,11.5,12.25,34,13,0.0,1.0,0.0,1.0,64,11,0.0,0.0,11.0,1,162,1.0,1.3,0
2000,5,4,2000-05-07,0,14,4.657,64,15,15,0.0,0.0,0.0,0.0,0.0,0.0,13.0,12.25,30,5,0.0,1.0,0.0,0.0,0,20,0.0,0.0,16.0,2,162,0.0,0.0,0
2000,5,4,2000-05-07,0,14,4.657,65,19,14,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.125,36,6,0.0,0.0,0.0,0.0,64,11,0.0,0.0,20.0,1,162,0.0,0.0,0
2000,6,20,2000-05-21,1,15,5.148,14,1,1,0.0,0.0,60.0,60.0,0.0,0.0,7.2,7.2,29,6,2.0,52.0,1.0,24.0,66,11,0.1935483870967742,0.25,3.0,2,163,24.0,30.2,1
2000,6,20,2000-05-21,1,15,5.148,15,17,6,0.0,0.0,0.0,10.0,0.0,0.0,10.4,11.4,26,20,0.0,9.0,0.0,4.0,0,4,0.075,0.0,9.0,2,163,4.0,6.0,0
2000,6,20,2000-05-21,1,15,5.148,18,3,11,0.0,0.0,0.0,10.0,0.0,0.0,11.8,9.2,20,6,0.0,15.0,0.0,3.0,62,10,0.175438596491228,0.0909090909090909,10.0,2,163,3.0,1.9,0
2000,6,20,2000-05-21,1,15,5.148,21,22,7,0.0,0.0,20.0,10.0,0.0,0.0,6.8,8.9,27,20,0.0,10.0,0.0,10.0,66,11,0.0857142857142857,0.0,6.0,1,163,10.0,7.6,0
2000,6,20,2000-05-21,1,15,5.148,22,6,4,0.0,0.0,40.0,60.0,0.0,0.0,8.8,5.5,28,5,4.0,62.0,0.0,16.0,66,11,0.2195121951219512,0.4000000000000001,4.0,2,163,16.0,27.1,0
2000,6,20,2000-05-21,1,15,5.148,23,3,5,0.0,0.0,20.0,10.0,0.0,0.0,6.6,9.2,25,15,0.0,15.0,0.0,12.0,29,4,0.1071428571428571,0.125,5.0,1,163,12.0,23.8,0
2000,6,20,2000-05-21,1,15,5.148,25,22,14,0.0,0.0,0.0,10.0,0.0,0.0,11.0,8.9,26,3,0.0,10.0,0.0,0.0,61,4,0.0,0.0,13.0,2,163,0.0,4.5,0
2000,6,20,2000-05-21,1,15,5.148,30,6,2,0.0,0.0,80.0,60.0,0.0,0.0,2.2,5.5,31,15,4.0,62.0,4.0,46.0,67,1,0.4242424242424242,0.625,1.0,1,163,46.0,62.3,1
2000,6,20,2000-05-21,1,15,5.148,35,16,9,0.0,0.0,0.0,0.0,0.0,0.0,12.2,11.5,29,7,0.0,6.0,0.0,5.0,46,5,0.0,0.0,8.0,1,163,5.0,7.3,0
